Merchant Name,Aug 20,Sep 20,Okt 20,Nov 20,Dez 20,Jan 21,Feb 21,Mär 21,Apr 21,Mai 21,Jun 21,Jul 21,Aug 21,Sep 21,Okt 21,Nov 21,Dez 21,Jan 22,Feb 22,Mär 22,Apr 22,Mai 22,Jun 22,Jul 22,Aug 22,Sep 22
Merchant 1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
Merchant 1079,0,0,0,0,0,0,22,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1080,0,2,81,158,65,85,197,192,300,307,374,353,403,382,392,362,318,187,272,266,292,412,353,305,367,328
Merchant 1081,56,72,614,657,576,626,1443,1830,1761,1663,1917,1793,1659,1885,1687,2159,1762,1395,1791,2145,1706,2142,1975,1722,1846,2073
Merchant 1082,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1083,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
Merchant 1084,11,11,18,18,20,24,24,24,24,24,24,27,27,26,26,26,26,26,26,22,26,24,27,28,28,28
Merchant 1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
Merchant 1086,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
Merchant 1087,28,0,3,0,2,0,0,53,3,5,11,0,0,5,0,2,0,2,3,73,2,3,2,5,0,57
Merchant 1088,0,0,0,0,0,7,3,2,3,5,5,0,2,2,0,2,2,6,3,7,0,2,0,0,0,2
Merchant 1089,325,360,343,209,242,164,211,181,161,221,299,349,335,334,334,277,317,257,275,303,275,293,338,310,281,318
Merchant 1090,0,2,3,9,2,0,5,2,2,5,3,3,11,11,3,17,7,9,9,17,5,11,11,2,13,11
Merchant 1091,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,0,2,0,0,2,0,0
Merchant 1092,52,53,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1093,31,30,26,27,17,11,30,45,31,27,28,16,42,53,16,16,41,18,74,81,85,74,59,18,92,33
Merchant 1094,0,2,0,42,15,2,0,0,5,0,0,0,0,0,0,16,33,3,3,0,0,6,0,0,0,0
Merchant 1095,42,33,27,37,15,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,3
Merchant 1096,16,11,13,11,22,17,9,13,13,11,11,17,9,9,11,15,22,13,11,15,13,15,16,20,7,13
Merchant 1097,506,359,238,216,123,153,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1098,0,0,0,0,3,5,0,0,11,2,2,3,11,2,6,0,2,0,3,3,0,0,11,2,0,3
Merchant 1099,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Merchant 1100,7,3,0,3,5,2,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1101,0,5,9,9,2,7,0,0,0,3,0,3,2,2,6,2,0,13,5,2,0,6,0,0,9,15
Merchant 1102,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,2,3,0,5,0,3,0,2
Merchant 1103,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,6,3,0,0,0,0,0,0,0,3,2
Merchant 1104,3,3,2,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
Merchant 1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0
Merchant 1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1108,5,11,37,17,9,13,15,13,20,31,13,16,17,16,22,35,22,13,13,15,35,22,13,11,13,13
Merchant 1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Merchant 1110,96,111,87,200,73,164,131,161,279,94,92,198,227,46,216,294,0,186,235,440,147,233,0,0,753,179
Merchant 1111,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Merchant 1112,5,5,3,9,98,44,66,317,314,364,445,353,412,432,513,521,329,130,277,324,327,378,379,413,425,386
Merchant 1113,0,0,0,2,0,360,16,9,17,9,13,9,6,6,7,6,11,493,22,15,24,0,34,7,22,16
Merchant 1114,0,0,2,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,7,3,0,0
Merchant 1115,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0
Merchant 1116,18,11,17,22,11,0,16,0,0,0,17,18,7,2,26,11,22,16,13,6,13,16,6,9,9,11
Merchant 1117,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1118,28,24,13,22,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1119,7,11,5,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1120,22,28,15,39,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1121,6,2,6,2,11,5,3,0,3,9,6,3,6,5,3,9,5,2,5,3,5,3,11,5,3,0
Merchant 1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Merchant 1123,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,3,7,0,0,0,0
Merchant 1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1126,0,0,0,0,0,0,0,0,5,6,7,5,2,3,3,2,5,2,2,9,11,7,9,5,5,0
Merchant 1127,5,44,31,27,28,13,24,44,33,34,27,56,26,31,27,31,30,15,22,20,34,26,34,26,16,0
Merchant 1128,0,11,2,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Merchant 1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1130,0,0,0,0,0,0,0,0,0,0,0,0,11,5,3,7,0,50,65,5,3,6,3,6,26,3
Merchant 1131,0,0,27,13,0,28,27,0,0,0,0,0,0,0,13,0,13,13,3,11,13,13,13,13,13,9
Merchant 1132,7,6,7,5,0,9,17,16,17,13,18,20,17,15,15,9,7,37,28,31,13,22,28,38,42,15
Merchant 1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Merchant 1134,0,0,0,0,0,0,22,0,0,0,0,710,0,0,0,0,0,0,28,0,0,0,549,0,0,0
Merchant 1135,0,0,0,0,0,66,0,0,0,0,194,0,0,0,0,0,0,0,140,0,65,0,325,0,0,0
Merchant 1136,2,3,2,0,5,0,0,0,5,3,9,3,7,2,2,0,11,0,0,3,2,11,7,5,13,0
Merchant 1137,0,0,0,3,0,0,0,0,7,2,3,5,0,0,3,2,0,0,0,2,0,0,0,0,0,0
Merchant 1138,2,2,2,2,5,0,0,0,3,0,2,6,0,3,3,2,2,0,0,3,5,0,2,0,5,0
Merchant 1139,28,44,34,35,34,38,65,63,68,74,63,74,77,72,87,77,76,76,79,85,90,85,83,85,80,74
Merchant 1140,24,0,0,35,0,0,44,0,0,53,5,0,76,0,0,85,0,0,100,0,0,111,7,0,22,0
Merchant 1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,16,9,96,20,13,17
Merchant 1142,0,0,5,2,0,0,0,3,2,6,0,0,0,2,2,3,2,0,0,2,0,3,0,2,2,0
Merchant 1143,3,15,61,72,255,57,3,11,0,6,44,5,268,16,96,62,360,63,7,13,59,79,59,15,351,0
Merchant 1144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1146,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1147,103,7,3,3,6,11,119,22,7,26,0,423,0,24,11,11,15,185,11,15,13,13,18,645,0,0
Merchant 1148,2,9,0,0,0,2,3,3,0,0,0,0,5,3,0,0,0,0,2,3,0,2,0,0,6,0
Merchant 1149,0,0,0,0,0,0,2,0,0,0,41,0,0,0,0,0,3,0,0,0,0,0,0,0,37,0
Merchant 1150,0,0,5,11,0,5,130,2,0,3,6,6,0,0,11,0,15,0,3,227,0,7,15,68,0,0
Merchant 1151,101,105,103,107,107,103,96,88,87,90,90,91,85,87,90,92,98,101,100,101,100,103,100,100,115,113
Merchant 1152,0,0,0,0,16,9,41,28,42,31,30,5,0,26,22,31,6,5593,61,61,28,42,39,18,50,72
Merchant 1153,0,0,0,18,0,0,0,0,0,0,0,0,0,2,11,16,0,0,0,0,0,0,20,6,0,0
Merchant 1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1155,7,0,118,2,0,0,0,0,124,2,0,0,17,0,137,0,0,2,0,2,157,3,0,16,0,3
Merchant 1156,0,0,0,17,20,39,2,77,33,44,33,11,7,55,87,48,7,37,62,41,26,92,35,2,62,63
Merchant 1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1159,31,11,15,2,141,3,0,11,24,38,255,33,34,6,17,26,307,6,6,0,5,28,312,37,57,15
Merchant 1160,0,0,148,0,0,151,0,0,153,0,0,159,0,0,186,2,0,294,0,0,343,3,0,385,5,0
Merchant 1161,11,9,15,74,11,73,367,250,35,55,73,50,52,15,65,59,83,81,242,57,53,52,35,50,56,46
Merchant 1162,0,0,17,5,9,5,7,6,2,2,3,3,2,3,3,3,3,2,3,3,5,2,5,0,3,2
Merchant 1163,94,859,130,138,1214,403,331,1349,216,220,1506,238,244,1673,270,260,1989,647,430,1902,311,270,1840,275,300,1966
Merchant 1164,0,5,5,34,176,0,0,2,0,0,94,38,0,0,35,15,194,0,17,2,0,111,35,6,15,6
Merchant 1165,0,44,81,56,74,17,18,38,18,52,161,0,0,18,33,76,124,20,38,22,26,194,7,3,6,22
Merchant 1166,0,31,11,113,39,5,18,17,0,20,20,2,0,46,6,129,7,11,11,35,5,17,15,0,6,65
Merchant 1167,0,0,0,0,0,0,20,6,5,2,0,0,2,3,6,0,3,3,2,45,9,2,0,6,0,5
Merchant 1168,16,16,28,17,153,6,318,286,42,27,192,11,28,170,18,115,45,22,28,889,42,55,272,22,37,209
Merchant 1169,5,140,13,7,11,15,11,18,9,9,15,218,3,5,18,18,0,11,20,34,20,16,15,275,7,7
Merchant 1170,991,1051,1027,1053,1076,1082,1111,1116,1125,1144,1160,1171,1161,1184,1181,1190,1212,1236,1252,1268,1275,1316,1376,1419,1429,1468
Merchant 1171,26,16,13,16,22,5088,31,34,28,17,50,27,20,18,20,16,7,7089,50,46,31,27,15,17,13,24
Merchant 1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1173,38,50,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1174,0,0,38,73,24,22,20,26,26,123,56,2,5,0,28,27,55,2,35,39,158,33,59,0,5,0
Merchant 1175,3,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1176,7,0,972,96,44,1384,18,5,1275,15,11,1397,11,34,1504,6,37,1843,15,16,1550,44,15,1609,30,11
Merchant 1177,3,5,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,6,0,2,0,2,0
Merchant 1178,0,0,0,292,188,188,207,218,215,253,215,293,357,436,473,1445,771,839,785,793,806,895,672,856,784,1090
Merchant 1179,0,0,2,11,9,2,7,122,16,3,11,0,0,0,6,9,6,6,0,17,131,6,9,3,0,6
Merchant 1180,65,73,62,80,85,81,77,91,79,37,11,3,0,3,3,2,2,7,5,6,3,5,3,0,0,0
Merchant 1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1182,282,296,332,349,362,381,399,425,460,498,526,554,575,590,604,617,632,651,671,680,696,728,735,748,732,739
Merchant 1183,122,196,164,225,197,342,198,299,238,332,264,449,296,420,347,463,359,619,382,545,436,579,460,726,460,602
Merchant 1184,0,0,30,0,38,0,7,0,0,0,44,0,0,0,57,0,35,0,16,0,0,15,52,0,0,3
Merchant 1185,44,68,50,68,113,159,57,73,92,76,51,79,50,74,52,83,113,176,88,85,6,185,77,90,53,85
Merchant 1186,0,0,27,0,0,37,0,0,42,0,0,45,0,0,46,0,0,50,0,0,50,0,0,53,2,0
Merchant 1187,0,0,556,0,0,619,2,0,611,0,606,15,2,0,625,0,0,658,0,2,691,3,2,731,6,0
Merchant 1188,0,0,0,0,72,27,33,3,7,22,35,57,2,0,0,38,427,61,122,46,42,48,34,55,3,0
Merchant 1189,1567,1643,2234,1868,1936,2946,2345,2072,3096,2198,2280,2813,1726,1780,3604,1865,2070,3951,2621,2243,4153,2227,2342,4375,2234,2346
Merchant 1190,275,273,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1191,0,0,6,6,18,34,18,20,27,20,27,28,20,22,24,20,24,48,26,26,31,27,27,34,45,30
Merchant 1192,30,98,22,46,308,24,27,85,31,30,299,59,9,116,26,44,356,18,31,92,27,33,345,27,35,138
Merchant 1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11,0
Merchant 1194,0,0,22,0,2,316,3,2,392,5,6,464,3,11,558,0,2,576,9,2,606,6,9,680,17,5
Merchant 1195,0,0,0,0,0,0,2,16,26,59,28,63,3,142,35,168,48,51,52,37,243,113,65,85,3,173
Merchant 1196,7,0,0,48,0,0,0,0,0,0,0,0,33,0,0,122,0,0,2,3,2,0,0,0,44,0
Merchant 1197,0,133,11,2,7,173,0,175,46,0,2,262,2,205,28,0,45,277,3,229,91,7,243,101,0,255
Merchant 1198,0,0,3,0,0,0,7,6,6,6,7,7,7,7,7,7,6,6,6,6,7,7,7,7,7,6
Merchant 1199,87,42,77,85,138,107,750,79,122,155,225,229,146,204,150,277,209,181,15,208,165,238,226,325,172,158
Merchant 1200,13,3,7,0,3,80,0,288,30,22,22,91,11,3,17,18,22,129,22,24,16,28,15,124,18,9
Merchant 1201,53661,54104,55988,56810,60904,66975,67842,65607,63363,66328,66430,66522,67768,68457,69097,70085,70697,70601,71274,70266,70655,69352,70253,70487,70867,70860
Merchant 1202,11,39,11,38,30,37,41,41,30,35,102,34,37,34,38,107,42,37,37,63,34,38,144,52,35,31
Merchant 1203,2,6,0,2,0,0,243,16,5,35,290,13,13,22,16,6,39,314,22,11,11,31,329,7,7,18
Merchant 1204,3,42,17,0,52,0,55,62,48,33,90,17,102,72,62,85,79,44,63,92,52,0,133,52,53,9
Merchant 1205,5,7,42,7,11,70,20,24,68,24,24,63,24,24,63,22,22,62,22,20,61,20,18,62,17,17
Merchant 1206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1207,2,73,7,0,0,107,0,126,11,0,146,15,0,155,24,0,3,170,3,159,31,3,176,35,3,179
Merchant 1208,92,135,88,105,98,48,176,170,172,127,175,181,158,133,173,170,168,107,185,176,186,187,198,165,179,275
Merchant 1209,28,33,11,52,24,3,41,39,34,31,35,37,30,16,31,46,37,6,33,34,42,37,30,20,53,70
Merchant 1210,0,2,0,20,7,0,0,2,6,9,6,9,11,6,7,2,3,0,5,5,9,7,9,13,9,18
Merchant 1211,22,24,33,37,26,6,35,39,28,22,44,34,35,28,37,51,38,18,55,28,62,46,52,37,37,66
Merchant 1212,11,18,20,22,17,5,31,22,24,24,18,13,20,30,27,35,22,6,34,35,37,37,33,37,35,68
Merchant 1213,3,7,6,5,5,6,0,6,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1214,487,508,534,543,593,629,652,674,675,686,820,959,1047,1105,1133,1164,1218,1218,1224,1279,1292,1356,1425,1445,1479,1517
Merchant 1215,0,827,7,5,0,593,9,351,332,9,5,721,9,5,776,9,3,815,3,7,828,13,430,436,7,9
Merchant 1216,0,0,0,0,0,0,0,0,0,56,11,0,28,52,9,0,136,0,17,5,73,22,73,2,0,0
Merchant 1217,0,0,13,6,6,5,5,11,2,0,26,38,6,11,38,15,11,15,48,17,22,48,11,62,17,5
Merchant 1218,0,0,65,3,0,153,13,0,141,66,6,312,11,0,379,30,0,447,15,0,179,331,61,447,126,55
Merchant 1219,5,5,946,7,5,1022,7,6,1071,11,16,1144,9,7,1224,9,3,1283,5,11,1294,6,17,1358,15,6
Merchant 1220,0,6,16,53,27,22,17,247,20,37,53,33,13,11,26,107,33,27,34,423,65,52,107,55,20,24
Merchant 1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,11,15
Merchant 1222,0,0,77,0,0,96,0,0,107,0,0,0,0,0,115,0,0,131,0,0,150,0,0,0,0,0
Merchant 1223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1224,0,0,0,2,0,0,42,2,0,0,3,2,2,5,0,0,3,73,15,0,2,7,2,0,7,0
Merchant 1225,3,0,5,2,2,0,3,0,0,2,2,0,3,0,0,3,6,7,6,11,11,3,0,0,5,0
Merchant 1226,2,3,11,0,0,107,2,11,0,0,3,0,175,15,0,6,6,186,5,22,0,5,7,197,2,3
Merchant 1227,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,11,6
Merchant 1229,6,5,5,5,6,5,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1230,6,11,2,6,5,5,9,3,7,6,11,5,11,13,7,11,11,7,7,6,11,5,11,3,11,15
Merchant 1231,187,22,614,393,541,227,192,349,208,799,258,687,46,2301,722,763,789,340,266,752,807,3870,591,702,532,105
Merchant 1232,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Merchant 1233,534,552,993,569,569,1124,645,599,1031,601,600,1105,595,622,1062,617,615,1161,649,606,1025,617,619,1140,685,680
Merchant 1234,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2,38,6,3,7,68,6,2,0,7
Merchant 1235,74,72,85,85,80,101,92,91,98,109,105,107,103,109,107,107,119,105,98,112,115,130,127,129,129,138
Merchant 1236,0,107,119,118,181,192,223,462,0,247,431,0,179,349,0,173,381,0,207,187,200,188,181,151,105,146
Merchant 1237,0,5,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,31,68,0,0,45,0,0,39
Merchant 1238,0,0,11,0,251,3,107,9,31,50,614,3,0,17,9,122,9,3,419,15,856,81,0,2,11,3
Merchant 1239,119,118,126,131,118,136,122,118,142,131,148,151,153,144,137,146,148,153,140,148,146,151,164,161,153,164
Merchant 1240,34,31,39,44,46,41,57,24,57,51,63,72,77,74,87,87,94,105,0,0,0,0,0,0,0,0
Merchant 1241,50,53,44,51,45,41,41,46,52,51,50,59,55,59,52,63,68,56,53,59,65,68,72,73,62,68
Merchant 1242,378,374,464,375,413,544,403,510,513,657,654,629,686,455,399,566,680,571,658,589,544,946,822,1088,1310,1168
Merchant 1243,346,660,765,595,566,554,669,1050,877,866,1029,940,704,856,1020,1107,806,671,906,1105,828,902,1011,1047,845,935
Merchant 1244,118,123,127,135,141,170,158,170,181,192,204,231,238,262,272,310,312,324,334,340,362,368,390,396,393,379
Merchant 1245,31,31,34,33,37,35,42,41,41,46,50,48,48,44,46,50,52,53,57,55,59,57,63,68,61,66
Merchant 1246,0,0,0,0,0,2,3,7,11,3,0,3,3,2,2,6,0,0,0,3,11,0,3,0,0,2
Merchant 1247,0,0,122,119,138,138,166,196,194,190,218,208,214,239,218,220,257,227,226,187,236,244,277,261,264,308
Merchant 1248,702,959,789,821,715,719,961,1175,1031,916,1014,1001,929,1224,1225,1356,1042,966,1199,1403,1209,1336,1393,1129,1122,1469
Merchant 1249,7,9,11,5,3,3,0,2,5,2,7,11,7,3,11,5,7,7,5,9,11,11,13,9,7,16
Merchant 1250,7111,7774,7749,7814,7457,8113,770,15825,8211,8385,8145,8431,7880,9688,8857,1715,16132,9304,8832,9902,9197,9817,9654,10013,9739,10299
Merchant 1251,3,0,0,0,0,0,20,3,0,0,31,0,6,0,0,0,0,0,27,0,0,0,26,0,5,0
Merchant 1252,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
Merchant 1253,0,0,0,2,0,18,0,17,0,5,3,3,6,0,0,7,0,3,16,44,2,11,7,0,3,0
Merchant 1254,0,856,11,7,621,314,3,994,6,3,2,1043,31,1099,11,0,1195,22,13,1190,42,9,2,1288,7,1194
Merchant 1255,6,0,466,3,0,519,0,0,547,5,11,623,2,0,672,0,0,719,2,2,730,31,5,753,33,9
Merchant 1256,7,9,573,7,5,686,9,11,769,9,9,877,9,11,954,11,5,1018,15,11,1059,11,9,1109,9,9
Merchant 1257,27,28,24,22,22,24,22,22,26,37,38,35,35,39,37,37,46,31,42,26,0,41,79,41,51,48
Merchant 1258,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,6,0,0,0,0
Merchant 1260,3,526,9,3,736,13,6,671,11,11,942,2,2,774,2,6,1062,16,3,867,13,28,1153,7,6,924
Merchant 1261,35,34,46,37,33,37,37,39,41,31,42,45,50,50,66,45,37,46,42,46,46,59,53,76,35,56
Merchant 1262,17,13,15,16,16,24,16,20,17,22,27,27,22,26,24,33,33,24,22,22,24,28,27,27,28,24
Merchant 1263,68,6,79,162,166,9,6,129,17,102,355,22,436,13,177,72,62,85,81,92,460,7,102,53,470,17
Merchant 1264,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,2,0,0,30,0,0,70,0,0
Merchant 1265,15,1478,11,1561,15,1661,15,1759,18,1828,20,1903,22,2255,27,2544,22,2941,18,3042,20,3365,22,3440,18,3482
Merchant 1266,73,81,83,91,85,87,88,85,98,111,96,107,105,107,105,111,105,100,101,98,118,122,111,112,105,116
Merchant 1267,68,7,0,2,0,140,0,0,0,11,0,5,118,0,18,2,0,150,0,0,0,26,0,0,3,137
Merchant 1268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
Merchant 1269,2,20,338,0,37,401,3,6,436,3,5,459,6,3,477,0,5,487,0,5,497,5,3,513,5,5
Merchant 1270,0,0,262,0,0,316,0,0,345,0,0,370,2,2,373,2,0,392,2,0,402,0,2,436,7,5
Merchant 1271,0,0,185,2,11,203,0,3,223,2,16,249,0,244,0,0,20,258,0,0,293,0,26,317,0,335
Merchant 1272,7,0,22,22,5,2,0,11,0,11,5,3,11,2,3,15,2,11,15,13,9,2,24,5,6,7
Merchant 1273,0,0,35,7,6,2,3,7,7,0,0,0,3,44,11,34,5,7,0,9,16,11,11,11,0,2
Merchant 1274,0,0,0,31,33,34,34,33,37,81,81,74,85,90,88,85,94,92,80,79,0,85,76,79,87,94
Merchant 1275,0,0,0,5,303,498,15,6,161,0,73,0,6,15,116,55,0,552,0,5,151,46,35,0,0,0
Merchant 1276,11,11,11,11,11,11,11,9,9,11,11,11,11,11,11,13,13,15,15,17,16,18,0,0,0,0
Merchant 1277,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,44,0,18,16,0,0,0
Merchant 1278,3,5,3,3,6,3,3,9,3,3,9,3,3,9,3,3,9,3,2,6,0,0,6,0,0,9
Merchant 1279,9,22,22,22,22,22,22,26,26,26,26,27,27,28,28,28,34,34,33,34,31,37,31,34,34,103
Merchant 1280,0,0,0,2,11,22,17,18,18,13,16,28,18,39,50,41,83,68,119,127,68,74,76,92,66,111
Merchant 1281,0,0,6,5,45,11,45,15,52,20,83,2,0,0,7,68,9,11,20,72,76,11,88,2,2,2
Merchant 1282,787,833,1036,1345,1314,1656,2016,2733,2371,3008,2576,2799,3156,2844,3415,2833,2676,2817,2640,2857,4175,4074,2969,3157,2395,3448
Merchant 1283,0,146,57,2,238,87,0,177,88,0,194,190,0,208,124,0,0,493,2,2,414,0,388,181,5,253
Merchant 1284,0,5,0,0,0,11,0,13,0,0,13,0,0,13,0,0,0,13,0,18,0,0,18,0,0,22
Merchant 1285,61,52,53,56,80,98,92,130,113,126,111,105,96,91,96,107,98,126,129,161,146,148,147,153,150,162
Merchant 1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,107,111,105,109,118,113,113,116
Merchant 1287,0,0,6,0,0,17,31,70,11,2,105,0,0,0,7,3,3,11,74,140,0,2,2,0,0,133
Merchant 1288,0,0,5,0,0,0,0,0,0,0,9,0,0,0,7,2,0,0,0,0,0,0,11,0,0,0
Merchant 1289,24,31,33,33,28,22,33,31,39,27,30,30,37,30,28,31,35,24,30,33,15,28,53,57,53,51
Merchant 1290,0,55,7,2,2,177,11,17,6,20,112,124,0,96,3,9,3,262,0,22,3,20,7,282,2,22
Merchant 1291,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1292,0,18,37,30,34,26,33,34,42,45,53,41,37,81,39,48,44,42,45,59,63,55,55,61,53,61
Merchant 1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1294,6,0,0,0,6,7,7,2,11,2,3,2,15,3,3,0,39,20,6,17,15,20,17,18,11,6
Merchant 1295,20,17,28,22,28,24,24,27,20,27,30,28,20,30,27,26,37,24,24,27,30,30,27,28,31,37
Merchant 1296,11,11,9,9,9,7,9,7,18,9,11,13,7,11,9,9,11,6,7,0,20,11,9,9,11,7
Merchant 1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Merchant 1298,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1299,0,159,5,2,177,0,186,5,197,2,196,3,209,0,215,3,3,227,11,5,0,255,277,7,286,5
Merchant 1300,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1301,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merchant 1302,0,0,0,0,0,27,0,0,0,0,0,34,0,0,0,0,0,31,0,0,0,0,0,37,2,0
Merchant 1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
